rgn,ita,title,author,poem_id
da fê’ e’ žir de mònd e brazêl.,da fare il giro del mondo e abbracciarlo.,​Abbracciati,fabbriA,fabbriA__0
"Te t’am tniva streta,","Tu mi tenevi stretta,",​Abbracciati,fabbriA,fabbriA__0
par nö fêm invulê’ in tot che fred.,per non farmi volar via in tutto quel freddo.,​Abbracciati,fabbriA,fabbriA__0
U m’pê’ impusèbil,Mi sembra impossibile,​Abbracciati,fabbriA,fabbriA__0
"mo in cla nöt giazêda,","ma, in quella notte gelida,",​Abbracciati,fabbriA,fabbriA__0
a sen sté bon d’stê’ tot du,siamo riusciti a state tutti e due,​Abbracciati,fabbriA,fabbriA__0
sot’una cvérta.,sotto una coperta.,​Abbracciati,fabbriA,fabbriA__0
"A e’ bur, zet,","Al buio, zitti,",​Abbracciati,fabbriA,fabbriA__0
a cuntês di fët.,a raccontarci storie.,​Abbracciati,fabbriA,fabbriA__0
…Incóra adës,Persino ora,,fabbriA,fabbriA__1
a m’dmënd se t’avnires cun me,mi chiedo se verresti con me,,fabbriA,fabbriA__1
"in žir ins un lët, stanöt, int e’ zil","in giro su un letto, stanotte, nel cielo",,fabbriA,fabbriA__1
"coma agli astronaute,",come le astronaute,,fabbriA,fabbriA__1
a gvardê ignacvël d’in êlt.,a guardare tutto dall’alto,,fabbriA,fabbriA__1
E cun piò ch’a végh luntân,E più vado lontano,,fabbriA,fabbriA__2
cun piò ch’a so indo ch’a stëgh.,più so dove abito.,,fabbriA,fabbriA__2
Sól cvând ch’a so ‘riva d’cò,Solo quando sono arrivata in fondo,,fabbriA,fabbriA__2
u m’ven int la ment com ch’u s’fa a andês a ca.,mi ricordo come si fa a tornare a casa.,,fabbriA,fabbriA__2
"Da la matèina prëst, che ancóra u n gn’ ëra e’ sól, l’ ëra stéṡa la bughéda t l’ ëra.","Dalla mattina presto, ché ancora non c’era il sole, era steso il bucato nell’aia.",Il bucato,fabbri,fabbri__2__0
La mùsica la n si santìva,La musica non si sentiva,Il bucato,fabbri,fabbri__2__0
e’ mèsstri u n si vidìva.,il maestro non si vedeva.,Il bucato,fabbri,fabbri__2__0
S’ un fìl ad vënt i lanzùl i balëva l istèss.,Con un filo di vento i lenzuoli ballavano lo stesso.,Il bucato,fabbri,fabbri__2__0
"L ëra un vìa vài ad döni, s’ la sèccia, la bacinëla, sọ e żọ per la schéla s’ l’ àqua chélda de’ caldìr.","Era un viavai di donne, col secchio, la bacinella, su e giù per la scala con l’acqua calda della caldaia.",La notizia,fabbri,fabbri__2__1
"Sugamën biénc, cadèin, tìl ad lanzùl.","Asciugamani bianchi, catini, teli di lenzuolo.",La notizia,fabbri,fabbri__2__1
U i ëra un gràn sfugnẹzz quànd u s parturìva ad chéṡa.,C’era una gran confusione quando si partoriva in casa.,La notizia,fabbri,fabbri__2__1
"Pọ u s santìva pièggn e’ burdlìn,","Poi si sentiva piangere il bimbo,",La notizia,fabbri,fabbri__2__1
"i dulùr i ëra pàs, e’ vìa vài fnìd.","i dolori erano passati, il viavai finito.",La notizia,fabbri,fabbri__2__1
"U s pasëva vóṡa,","Si passava voce,",La notizia,fabbri,fabbri__2__1
"qualcdùn ad cùrsa e’ purtëva la növa m’ e’ marìd, ch’ l arëva in chéva la préṡa.","qualcuno di corsa portava la notizia al marito, che arava in fondo alla presa.",La notizia,fabbri,fabbri__2__1
"I vistìd i ëra grànd,","I vestiti erano grandi,",La fola,fabbri,fabbri__2__2
u s capìva bën quànd al döni agl’ aspitëva un burdël.,si capiva bene quando le donne aspettavano un bambino.,La fola,fabbri,fabbri__2__2
"E’ dẹ dòpp ch’ l ëra nëd i vṡèin i s gìva ‒ ma nùn burdẹll ‒ che la nöta i l avìva tröv t l ört, sòtta i chévli.",Il giorno dopo che era nato i vicini ci dicevano – a noi bambini – che la notte l’avevano trovato nell’orto sotto i cavoli.,La fola,fabbri,fabbri__2__2
"Lọ quàtri pàs davënti, lìa di drì, al spàli göbi, i ọcc’ ma tëra.","Lui quattro passi avanti, lei dietro, le spalle ingobbite, gli occhi a terra.",Lui e lei,fabbri,fabbri__2__3
Lìa la n à snò e’ péṡ dal bórsi dla spéṡa.,Lei non ha solo il peso delle borse della spesa.,Lui e lei,fabbri,fabbri__2__3
L è arvënz snò un vëṡ ad geràni sla fnëstra.,È rimasto solo un vaso di gerani sulla finestra.,Il vaso di gerani,fabbri,fabbri__2__4
"L è mëż bruṡëd d’ e’ frèdd,","È mezzo bruciato dal freddo,",Il vaso di gerani,fabbri,fabbri__2__4
ma chi dọ fiùr rọss i n vö murì.,ma quei due fiori rossi non vogliono morire.,Il vaso di gerani,fabbri,fabbri__2__4
"La s përd davënti mu mẹ cla curòuna ad mùnt,","Si perde davanti a me quella corona di monti,",Neve,fabbri,fabbri__2__5
s’ e’ vél da spóṡa l è na maravẹa.,con il velo da sposa è una meraviglia.,Neve,fabbri,fabbri__2__5
A stàg ilẹ a guardëla.,Sto lì a guardarla.,Neve,fabbri,fabbri__2__5
"Cla caparëla biénca la crùv tọtt al röbi,","Quel mantello bianco copre tutte le cose,",Neve,fabbri,fabbri__2__5
"u i è un udór particulër,","c’è un odore particolare,",Neve,fabbri,fabbri__2__5
e u m ciàpa un sentimënt ch’ u m arpörta indrì.,e mi prende un sentimento che mi riporta indietro.,Neve,fabbri,fabbri__2__5
"L invërni l ëra lònng e frèdd,","L’inverno era lungo e freddo,",Neve,fabbri,fabbri__2__5
"e’ nëṡ giàz,","il naso gelato,",Neve,fabbri,fabbri__2__5
"al mëni sënza guënt,","le mani senza guanti,",Neve,fabbri,fabbri__2__5
e i pìd instichéd drëntra la nìva fìna al ṡnöci per andë a scöla.,i piedi affondati dentro la neve fino alle ginocchia per andare a scuola.,Neve,fabbri,fabbri__2__5
E’ bufëva una màsa cla völta.,Nevicava molto quella volta.,Neve,fabbri,fabbri__2__5
"I nọsst i stëva sọ prëst per fë la ròtta s’ e’ badìl, da la pörta fìna la strëda, da la pörta fìna l’ ëra.","I nostri si alzavano presto per aprire un sentiero col badile, dalla porta fino alla strada, dalla porta fino all’aia.",Neve,fabbri,fabbri__2__5
"U n si cuntëva i dẹ, sperànd ch’ l’ andẹss vìa prëst,","Non si contavano i giorni, sperando che se ne andasse presto,",Neve,fabbri,fabbri__2__5
"u s aspitëva,","si aspettava,",Neve,fabbri,fabbri__2__5
u s aspitëva l’ ària tèvvda.,si aspettava l’aria tiepida.,Neve,fabbri,fabbri__2__5
Öż l è cumè arcurdë una vëcia fòlla.,Oggi è come ricordare una vecchia favola.,Neve,fabbri,fabbri__2__5
La vóṡa chélda fìn da matèina prëst e’ paréva da bévla drënta la tàza de’ làt.,La voce calda fin dalla mattina presto sembrava di berla dentro la tazza del latte.,La porta aperta,fabbri,fabbri__2__6
Al strisëva al pìghi dla tu sutëna tra al röbi dla cuṡèina.,Strisciavano le pieghe della tua sottana fra le cose della cucina.,La porta aperta,fabbri,fabbri__2__6
"A t guardëva s’ la mi muṡaröla,","Ti guardavo col mio musetto sporco,",La porta aperta,fabbri,fabbri__2__6
a t guardëva la dmènnga s’ e’ vistìd növ.,ti guardavo la domenica col vestito nuovo.,La porta aperta,fabbri,fabbri__2__6
"La s è sbiavì d afàt l’ infẹżżna t e’ spëc’ de’ cumò,","Si è sbiadita del tutto l’immagine nello specchio del comò,",La porta aperta,fabbri,fabbri__2__6
la s è lugrë la paranënza.,si è logorato il grembiule.,La porta aperta,fabbri,fabbri__2__6
T e’ scùr dla chéṡa e’ mi pàs e’ trambàla,Nel buio della casa il mio passo traballa,La porta aperta,fabbri,fabbri__2__6
e t l insọggne la tu mëna l’ arcuclëva i mi cavẹll.,e nel sogno la tua mano accarezzava i miei capelli.,La porta aperta,fabbri,fabbri__2__6
"L è stë un ṡgònnd,","È stato un secondo,",La porta aperta,fabbri,fabbri__2__6
u i ëra d arnöv la tu infẹżżna t e’ spëc’ e al pẹddghi t la pòllvra.,c’era di nuovo la tua immagine nello specchio e le impronte nella polvere.,La porta aperta,fabbri,fabbri__2__6
L ëra pàs l ëla d un ànżli,Era passata l’ala di un angelo,La porta aperta,fabbri,fabbri__2__6
e u m à làs la pörta vërta.,e mi ha lasciato la porta aperta.,La porta aperta,fabbri,fabbri__2__6
"L è ilażọ se’ mër,","È laggiù sul mare,",Il vento,fabbri,fabbri__2__7
"nọvvli ciachédi e nìri,","nuvole schiacciate e nere,",Il vento,fabbri,fabbri__2__7
"e’ dà d mörs m’ i scọi,","morde gli scogli,",Il vento,fabbri,fabbri__2__7
la s arùgla la sàbia.,si arrotola la sabbia.,Il vento,fabbri,fabbri__2__7
"La su galöpa sọ tla culèina la ṡmàna, la ṡbàt","Il suo galoppo su per la collina scompiglia, sbatte",Il vento,fabbri,fabbri__2__7
i rëm i gratùṡa e’ cél.,i rami grattugiano il cielo.,Il vento,fabbri,fabbri__2__7
"E’ spàza e u s gòunfia,","Spazza e si gonfia,",Il vento,fabbri,fabbri__2__7
"e’ mastìga e u s mëṡa t i cantùn,",mastica e si nasconde negli angoli,Il vento,fabbri,fabbri__2__7
"e’ scapọzza t i scalèin,","inciampa negli scalini,",Il vento,fabbri,fabbri__2__7
"e’ mëṡna e e’ sòffia t i camèin,","macina e soffia nei camini,",Il vento,fabbri,fabbri__2__7
"e’ dàndla sla cìma de’ tètt,","oscilla sulla cima dei tetti,",Il vento,fabbri,fabbri__2__7
e’ càla e e’ biàsa spèssa la tènnda.,cala e biascica dietro la tenda.,Il vento,fabbri,fabbri__2__7
"La su cantëda l’ è una cantëda lònnga,","Il suo canto è un canto lungo,",Il vento,fabbri,fabbri__2__7
"mẹ a sìnt frèdd,","io sento freddo,",Il vento,fabbri,fabbri__2__7
"che’ dùl u m dà dàn,","quel lamento mi infastidisce,",Il vento,fabbri,fabbri__2__7
"a l ciùd ad fùra e’ vënt,","lo chiudo di fuori il vento,",Il vento,fabbri,fabbri__2__7
ma al sìnt da tònnda l istèss.,ma lo sento attorno lo stesso.,Il vento,fabbri,fabbri__2__7
"L udór che t ë làs u i è ancóra t i pàn dl armëri, e’ sudór dal fadìghi tla cuërta che la n s è mài sughé.","L’odore che hai lasciato c’è ancora nei panni dell’armadio, il sudore delle fatiche nella coperta che non si è mai asciugata.",L’odore delle cose,fabbri,fabbri__2__8
"Sọ e żọ per la schéla,","Su e giù per la scala,",L’odore delle cose,fabbri,fabbri__2__8
"i fiùl tla brazëda,","i figli in braccio,",L’odore delle cose,fabbri,fabbri__2__8
"stë sọ s’ e’ sól,","alzarsi col sole,",L’odore delle cose,fabbri,fabbri__2__8
"e’ pën fàt ad chéṡa,","il pane fatto in casa,",L’odore delle cose,fabbri,fabbri__2__8
ögni röba u i ëra la tu mëna.,in ogni cosa c’era la tua mano.,L’odore delle cose,fabbri,fabbri__2__8
"Li s mucéva al staṡòun,","Si ammucchiavano le stagioni,",L’odore delle cose,fabbri,fabbri__2__8
"i zọccli t i pìd,","gli zoccoli ai piedi,",L’odore delle cose,fabbri,fabbri__2__8
"la sutëna bagnéda,","la sottana bagnata,",L’odore delle cose,fabbri,fabbri__2__8
"e’ ruṡëri la séra,","il rosario la sera,",L’odore delle cose,fabbri,fabbri__2__8
un sprài t i ọcc’ mai ṡmörz.,una luce negli occhi mai spenta.,L’odore delle cose,fabbri,fabbri__2__8
"E s’ e’ bastòun chi dọ pàs, a modapèina u t aiutëva a stë in pìd.","E col bastone quei due passi, a malapena ti aiutava a stare in piedi.",L’odore delle cose,fabbri,fabbri__2__8
"La tësta biénca,","La testa bianca,",L’odore delle cose,fabbri,fabbri__2__8
"la schìna pighéda,","la schiena piegata,",L’odore delle cose,fabbri,fabbri__2__8
isẹ znìna,così piccola,L’odore delle cose,fabbri,fabbri__2__8
t cìrti artórna burdëla.,eri tornata bambina.,L’odore delle cose,fabbri,fabbri__2__8
E’ sól l ëra żà ëlt:,Il sole era già alto:,L’odore delle cose,fabbri,fabbri__2__8
t e’ zẹtt ad cla matèina la n s è vërta la tènnda dla tu fnëstra.,nel silenzio di quella mattina non si è aperta la tenda della tua finestra.,L’odore delle cose,fabbri,fabbri__2__8
An me cardéva,Non avrei mai creduto,L’intelligenza artificiale,fabi,fabi__0
mai a e’ mònd,mai al mondo,L’intelligenza artificiale,fabi,fabi__0
"che l’òman d’incù,","che l’uomo d’oggi,",L’intelligenza artificiale,fabi,fabi__0
ch’ e’ ciòta e’zil ad fòm e pôrbia,che copre il cielo di fumo e polvere,L’intelligenza artificiale,fabi,fabi__0
ch’ l’invlèna i fiù e e’ mêr,che avvelena i fiumi e il mare,L’intelligenza artificiale,fabi,fabi__0
"ch’ e’ taja e brusa j’élbur di bosch,","che taglia e brucia gli alberi dei boschi,",L’intelligenza artificiale,fabi,fabi__0
"par fê’ sèmpar piò bajòch,","per arricchirsi sempre di più,",L’intelligenza artificiale,fabi,fabi__0
"e’ pinsès ad stugê’, ad dè e ad nöta","pensasse di studiare, giorno e notte,",L’intelligenza artificiale,fabi,fabi__0
"par fê’ un òman ad lata còma lò,","per fare un uomo di metallo come lui,",L’intelligenza artificiale,fabi,fabi__0
mitèndi una masa ad fil int e’ zarvël,mettendogli un mucchio di fili nel cervello,L’intelligenza artificiale,fabi,fabi__0
e… fêl scòrar.,e… farlo parlare.,L’intelligenza artificiale,fabi,fabi__0
"E’ pê’ ch’u j’épa za arspòst, un pô instizì:","Sembra che gli abbia già risposto, un po’ arrabbiato:",L’intelligenza artificiale,fabi,fabi__0
“S’a sit dvintê mat?,“Ma sei diventato matto?,L’intelligenza artificiale,fabi,fabi__0
T’a n’avré mìga che me,Non vorrai mica che io,L’intelligenza artificiale,fabi,fabi__0
a pensa còma te!”,pensi come te!”,L’intelligenza artificiale,fabi,fabi__0
A sêma a têvla tøtt déṡ insêm:,Eravamo a tavola tutti e dieci insieme:,Il puntiglio,facciani,facciani__0
"mè a féva e’ bẹcc’, parchè i m éva dêt, ṡgoenda mè, mênc faṡól ch’ nè ma chi élt.","io tenevo il puntiglio, perché mi avevano dato, secondo me, meno fagioli rispetto agli altri.",Il puntiglio,facciani,facciani__0
"Alóra e’ mi bà, støff, coemm u s fà cérti vólti par imbrujê i burdèll, u impoezza e’ ramajól int la pgnatìna ṡvùita e,","Allora mio babbo, stufo, come si fa certe volte per imbrogliare i bambini, affonda il ramaiolo nella pentola vuota e,",Il puntiglio,facciani,facciani__0
"ṡvélt ṡvélt, u m fà créd ad mẹtt di élt faṡól int e’ mi piàt.","svelto svelto, mi fa credere di mettere altri fagioli nel mio piatto.",Il puntiglio,facciani,facciani__0
"«I t bàsta adës, gnurglöna che tu n cé êlt?!».","«Ti bastano ora, piagnucolona che non sei altro?!».",Il puntiglio,facciani,facciani__0
"E mè, gnẹnca tênta cuntênta, parchè pù i faṡól i n mi piaṡéva gnẹnca, a murmugnètt: «Adësa sẹ ch’ i è sà!».","Ed io, neanche tanto contenta, perché poi i fagioli non mi piacevano neppure, mormorai: «Ora sì che sono abbastanza!».",Il puntiglio,facciani,facciani__0
"E i mi fradèll piø grènd, chi s n éra dét dl imbroei, i schjupètt giø d’ e’ rìd.","E i miei fratelli più grandi, che si erano accorti dell’imbroglio, scoppiarono a ridere.",Il puntiglio,facciani,facciani__0
"Par mè, d acórd: i faṡól l éra sênpra quì,","Per me, d’accordo: i fagioli erano sempre quelli,",Il puntiglio,facciani,facciani__0
"mö intênt i s n éra dét ad mè, ch’ a séra la piø scurdêta ad tøtt.","ma intanto si erano accorti di me, che ero la più dimenticata di tutti.",Il puntiglio,facciani,facciani__0
L éra e’ tênp ad méd:,Era il tempo di mietere:,Il tempo di mietere,facciani,facciani__1
e’ bà u batìva al fêlci nênz tênp.,il babbo batteva le falci per tempo.,Il tempo di mietere,facciani,facciani__1
"L’ êja, raspêta, la i éra lẹssa cmè un piàt.","L’aia, ripulita, era liscia come un piatto.",Il tempo di mietere,facciani,facciani__1
"I partìva prêma de’ dẹ, un brênc: al döni s’ la capëla e i oemni s’ e’ brètt da rvérs.","Partivano prima che facesse giorno, in gruppo: le donne con il cappello di paglia, gli uomini col berretto all’indietro.",Il tempo di mietere,facciani,facciani__1
"E i znìn i i andéva incöntra piø têrd, s’ la ligàcia dla claziön.","E i piccoli andavano loro incontro più tardi, con la “legaccia” della colazione.",Il tempo di mietere,facciani,facciani__1
"A l’ ópra, ognùn la su amnêta: un grànd e un ragaztìn, un grànd e un znìn, da dré.","Una volta all’opera, ognuno la sua banda da mietere: un adulto e un bambino, un adulto e un bambino, vicino.",Il tempo di mietere,facciani,facciani__1
"E’ grànd, ögni tênt, u déva una falcêta int l’ amnêta de’ znìn par tirél sø fìn in chêv.","L’adulto, ogni tanto, dava una falciata nella banda del piccolo, per tirarlo su fino in cima.",Il tempo di mietere,facciani,facciani__1
"«Avênti burdèll, ramajênci: fnìt e’ cantér, tøtta gabanëla!».","«Avanti ragazzi, fatevi coraggio: finito il campo, tutta baldoria!».",Il tempo di mietere,facciani,facciani__1
"La séra, strècc ṡlambét, u i éra ancóra un crẹi d voejja par al previṡiön de’ grên:","La sera, stanchi da non poterne più, c’era ancora la voglia per stimare il raccolto:",Il tempo di mietere,facciani,facciani__1
"«St’ àn l è garnêt, l è spighét bên.",«Quest’anno la spiga è ben tosta.,Il tempo di mietere,facciani,facciani__1
Par mè a n avrên piø d àn…».,Per me ne avremo più dell’anno scorso…».,Il tempo di mietere,facciani,facciani__1
«Mè a dẹgg ch’ a n avrên tàc i nuvênta…».,«Io dico che ne avremo intorno ai novanta quintali…».,Il tempo di mietere,facciani,facciani__1
"«Oh, càla, càla: ch’ a n eṡagerêna!».","«Oh, cala, cala: non esageriamo!».",Il tempo di mietere,facciani,facciani__1
E l éra sênpr e’ bà ch’ u i andéva piø da dré.,E era sempre il babbo che ci andava più vicino.,Il tempo di mietere,facciani,facciani__1
"Bà, a t ö da dì un quël:","Babbo, ti devo dire una cosa:",Il bicchiere di mio babbo,facciani,facciani__2
"int la cardênza, int un cantön, u i è ancóra e’ tu bichjér","nella credenza, in un angolo, c’è ancora il tuo bicchiere",Il bicchiere di mio babbo,facciani,facciani__2
(la màma la l à tnùt da cönt!).,(la mamma lo ha tenuto da conto!).,Il bicchiere di mio babbo,facciani,facciani__2
"S’ e’ cùl strètt, la boecca lêrga… ênca la tu mêna, cla purètta, la glia la féva a chjapêl sø.","Col fondo stretto, la bocca larga… anche la tua mano, quella colpita in guerra, riusciva ad afferrarlo.",Il bicchiere di mio babbo,facciani,facciani__2
"Ah, a m arcùrd coemm tu gìva:","Ah, mi ricordo come dicevi:",Il bicchiere di mio babbo,facciani,facciani__2
"«U sarà un’ idéa, mö mu mè u m piéṡ ad bé int e’ mi bichjér!","«Sarà una mia idea, ma a me piace bere nel mio bicchiere!",Il bicchiere di mio babbo,facciani,facciani__2
"Cardìl, ênc un pó ad sanżvéṡ, ad che’ mênc bön, mu mè u m pêr piø bön int e’ mi bichjér!","Credetelo, anche un po’ di sangiovese, di quello meno buono, a me sembra più buono nel mio bicchiere!",Il bicchiere di mio babbo,facciani,facciani__2
E pù l è inøttli: e’ bé nér u bṡoeggna bél int e’ vétri chjêr!».,E poi è inutile: il vino rosso bisogna berlo nel vetro chiaro!».,Il bicchiere di mio babbo,facciani,facciani__2
"Mö dìm, dìm piø-töst bà:","Ma dimmi, dimmi babbo piuttosto:",Il bicchiere di mio babbo,facciani,facciani__2
coemm tu sté a lẹ doe t cé?,come stai lì dove ti trovi?,Il bicchiere di mio babbo,facciani,facciani__2
U t piéṡ ancóra acsẹ tênt ad burlé?,Ti piace ancora così tanto burlare?,Il bicchiere di mio babbo,facciani,facciani__2
"Ah, a m arcùrd e’ tu utimìṡmi ‒ oh Dìo ac parulöna!","Ah, me lo ricordo il tuo ottimismo – oh Dio che parolona!",Il bicchiere di mio babbo,facciani,facciani__2
"Tu gìva: «Chẹi t vó ch’ u sìa pr una mêna toecca, par vé fàt la guëra de’ Quarênta?","Tu dicevi: «Cosa vuoi che sia avere una mano appena lesa, per avere fatto la guerra del Quaranta?",Il bicchiere di mio babbo,facciani,facciani__2
Mè a i sö: e quì ch’ i n gn’ è piø da un pëz?!».,Io ci sono: e chi non c’è da un bel pezzo?!».,Il bicchiere di mio babbo,facciani,facciani__2
Mè a l ö dẹtt iarséra sa la màma: «U i vrẹbb e’ bà adës a vdé coemm a c’ cêm ardøtt: un viavài ch’ u n s capẹss gnẹnt.,Io l’ho detto con la mamma: «Ci vorrebbe il babbo ora per vedere come ci siamo ridotti: un viavai che non si capisce nulla.,Il bicchiere di mio babbo,facciani,facciani__2
A n-n ên gnẹnca e’ tênp ad arfiadê».,Non abbiamo il tempo nemmeno di fiatare».,Il bicchiere di mio babbo,facciani,facciani__2
Lù u c’ girẹbb da dlẹ doevv l è:,Lui ci direbbe da lì dove si trova:,Il bicchiere di mio babbo,facciani,facciani__2
"«Par rivé doevv a sö mè, a pudì andê ênca piø piên…».","«Per arrivare dove sono io, potete andare anche più piano…».",Il bicchiere di mio babbo,facciani,facciani__2
Adëş ch’a j'ò la babina,Adesso che ho la bambina,Adesso,fiori,fiori__0
a pâs dal nòt şguicend,passo delle notti controllando,Adesso,fiori,fiori__0
se i su òcc is sëra,se i suoi occhi si chiudono,Adesso,fiori,fiori__0
méntar che i mi,mentre i miei,Adesso,fiori,fiori__0
incôra i n’a capì,ancora non hanno capito,Adesso,fiori,fiori__0
che adës j’à na padrôna,che adesso hanno una padrona,Adesso,fiori,fiori__0
ch'la i fa córar só e zó,che li fa correre su e giù,Adesso,fiori,fiori__0
parchè a li un gn’impôrta,perché a lei non importa,Adesso,fiori,fiori__0
se lô un pô i ziga e un pô i stamèȥa.,se loro un po’ urlano e un po’ scalpitano.,Adesso,fiori,fiori__0
Un dè cóma cvèst a duvrèb mètal da pêrt,Un giorno come questo dovrei metterlo da parte,Sono perle,fiori,fiori__1
e fé cônt ch'un fòss mai nêd,e far finta non fosse mai nato,Sono perle,fiori,fiori__1
parché al mi vój al nj’ etra,perché le mie voglie non ci entrano,Sono perle,fiori,fiori__1
e la mi ca la m ciapa,e la mia casa mi prende,Sono perle,fiori,fiori__1
cóma ch’la fòss la prèma völta.,come fosse la prima volta.,Sono perle,fiori,fiori__1
A gli’é pēral i mi sógn,Sono perle i miei sogni,Sono perle,fiori,fiori__1
cun e’ fil rót in piò pônt.,con il filo rotto in più punti.,Sono perle,fiori,fiori__1
Stanòt,Stanotte,Sono perle,fiori,fiori__1
"Stanòt un’s dorma, alôra a m’êlz","Stanotte non si dorme, allora mi alzo",Sono perle,fiori,fiori__1
e a guêrd fura tra lôm e scùr,e guardo fuori tra la luce e il buio,Sono perle,fiori,fiori__1
"la luş ch’l’ariva, côma tót i dè.","la luce che arriva, come tutti i giorni.",Sono perle,fiori,fiori__1
"Um vé in faza e’ frèd, e' zirlè","Mi arriva in faccia il freddo, il canto",Sono perle,fiori,fiori__1
​di’uşël e i silénzi.,degli uccelli e il silenzio.,Sono perle,fiori,fiori__1
A stêg cvè d’asté un bôn pinşir,Sto qui ad aspettare un pensiero buono,Sono perle,fiori,fiori__1
ch’um toja par mân e um dêga na careza.,che mi prenda per mano e mi faccia una carezza.,Sono perle,fiori,fiori__1
9 giugno 2020,9 giugno 2020,Sono perle,fiori,fiori__1
Incù a ciumpes stânt’ân,Oggi compio settant’anni,Sono perle,fiori,fiori__1
e um pè impuşèbil.,e mi sembra impossibile.,Sono perle,fiori,fiori__1
J’ân dla zuvantó im paşa davânti,Gli anni dell’infanzia e della gioventù,Sono perle,fiori,fiori__1
côma ch’a fos a e ‘cino,mi passano davanti come fossi al cinema,Sono perle,fiori,fiori__1
"e j’è luntân, incastré int un sas","e sono lontani, incastonati in un cameo",Sono perle,fiori,fiori__1
"mo dai zinquanta in só, j’è vulé",ma dai cinquanta son volati come un lampo,Sono perle,fiori,fiori__1
Cóma us fa prëst a invcés,Come si fa presto ad invecchiare,Sono perle,fiori,fiori__1
cóma us fa prëst arivè a la fén.,come si fa presto giungere alla fine.,Sono perle,fiori,fiori__1
"Da zovna am dgiéva, u j’é témp","Da giovane dici, c’è tempo",Sono perle,fiori,fiori__1
adëş am cmènd quânt’ a j'in sral incôra.,"adesso ti chiedi, quanto ce ne sarà ancora",Sono perle,fiori,fiori__1
E a viv atachêda ad un fil gròs,E vivo attaccata a un fil di ferro,Sono perle,fiori,fiori__1
"e ogni tânt a cuntról se, par chêş","e ogni tanto guardo se, per caso",Sono perle,fiori,fiori__1
us sta cminzénd a sfilazê.,si potrebbe staccare.,Sono perle,fiori,fiori__1
Dal vôlt,Delle volte,Sono perle,fiori,fiori__1
"Dal vôlt, quând incôra a sò","Delle volte, quando ancora sono",Sono perle,fiori,fiori__1
tra i sógn e la végia,tra il sogno e la sveglia,Sono perle,fiori,fiori__1
um vè a truvè un sentimênt,mi viene a trovare un sentimento,Sono perle,fiori,fiori__1
"na sensaziòn, caicvël","una sensazione, qualcosa",Sono perle,fiori,fiori__1
"ch’al sènt me, mò magàri nénc di étar","che sento io, ma magari anche degli altri",Sono perle,fiori,fiori__1
parchè déntar a s’asarmien un pò tót.,perché dentro ci assomigliamo un po’ tutti.,Sono perle,fiori,fiori__1
"La zént, nénc quèla ch’la pè insensèbila","La gente, anche quella che sembra insensibile",Sono perle,fiori,fiori__1
se t’ vè a scavê l’è pina ad frid,se vai a scavare è piena di ferite,Sono perle,fiori,fiori__1
"e ad puişea, nénc s’la n sa d’avéla.","e di poesia, anche se non sa di averla.",Sono perle,fiori,fiori__1
Spiré int i zuvan,Sperare nei giovani,Sono perle,fiori,fiori__1
Um ven da pinsê’ che magàri in sti dé,Mi viene da pensare che magari in queste giornate,Sono perle,fiori,fiori__1
a staşen imparènd a fês cont,stiamo imparando a tener conto,Sono perle,fiori,fiori__1
dla ròba ch’aven a cà nòstra,delle cose di casa nostra,Sono perle,fiori,fiori__1
senza tròpi maravèj e puch caprèzi.,senza troppe smancerie e pochi capricci.,Sono perle,fiori,fiori__1
Mo pu am vult indrì,Poi mi volto indietro,Sono perle,fiori,fiori__1
e am cménd se l’avânzarà caicvël d’bon,e mi chiedo se rimarrà qualcosa di buono,Sono perle,fiori,fiori__1
cvând la malatèa de mónd la srà fnida.,quando la malattia del mondo sarà finita.,Sono perle,fiori,fiori__1
"Spirê’ int i zuvan, i diş","Speriamo nei giovani, dicono",Sono perle,fiori,fiori__1
"spirê’ ch’i sea mej ad nó, a dégh","speriamo siano meglio di noi, io dico",Sono perle,fiori,fiori__1
"e ch’i véga avânti, a m’êvgur","e che vadano avanti, mi auguro",Sono perle,fiori,fiori__1
senza purtês drì e’ nòstr’eşempi.,senza portar con loro il nostro esempio.,Sono perle,fiori,fiori__1
No t'murtê...,Non spegnerti...,Per te,fusignani,fusignani__0
No murtèm.,non spegnermi.,Per te,fusignani,fusignani__0
Lësm'incôra,Lasciami ancora,Per te,fusignani,fusignani__0
l'ingãn d'un sogn.,l'illusione del sogno.,Per te,fusignani,fusignani__0
'che fulèt,Di quel folletto,Per te,fusignani,fusignani__0
sufié sra 'e fùgh.,soffiato sul fuoco.,Per te,fusignani,fusignani__0
Che sgònd mai fnì,Quell’attimo d'infinito,Per te,fusignani,fusignani__0
rispirê insen a te.,respirato con te.,Per te,fusignani,fusignani__0
Trop curt par piãnzal,Troppo breve per piangerlo,Per te,fusignani,fusignani__0
trop fôrt par sminghël.,troppo intenso per dimenticarlo.,Per te,fusignani,fusignani__0
No murtèm,Non spegnermi,Per te,fusignani,fusignani__0
No t’ murtê...,non spegnerti...,Per te,fusignani,fusignani__0
U i è mièra d’an ad vol,Ci sono migliaia di anni di volo,POCO VERDE,gabellini,gabellini__0
ti schért dal rundanèine ch’li s dà drì.,negli scarti delle rondini che si inseguono.,POCO VERDE,gabellini,gabellini__0
